,Date,User,Tweet
4103,2023-01-30 00:11:04+00:00,FaChaniar,"@nardoescanilla @NaranjaX Darle de baja, malísimo el servicio y la app."
4104,2023-01-30 00:03:30+00:00,FJPalacios_,@NaranjaX Necesito ayuda con unas compras en la tarjeta que nunca realize
4105,2023-01-29 23:33:14+00:00,ol_toni,@Flop_leguizamon @nardoescanilla @NaranjaX @BcoHipotecario me tiene igual hace 4 dias
4109,2023-01-29 22:40:30+00:00,SCavicch,@NaranjaX Ya lo hice y nada! También reinstale la aplicación y no funcionó.
4110,2023-01-29 22:28:52+00:00,soyelkuervo77,Mira esto @NaranjaX
4111,2023-01-29 22:12:03+00:00,JuanBertinatti,"@NaranjaX otra vez me está andando mal la aplicación media pila, parece que tienen programadores al pedo."
4112,2023-01-29 22:00:11+00:00,profesaurio,@NaranjaX Paguen un sueldo y dejen los robots
4113,2023-01-29 21:57:47+00:00,milanocito,@NaranjaX que onda que ultimamente más tiempo está caída la app que lo que funciona bien?
4116,2023-01-29 21:41:52+00:00,Luvldez_,"@NaranjaX hola! N ome deja ingresar a mi cuenta desde ayer, ya cambié la clave y tampoco!"
4117,2023-01-29 21:41:49+00:00,profesaurio,@NaranjaX todo el finde sin poder usar mi dinero en esta aplicación que es un desastre
4119,2023-01-29 21:33:35+00:00,SCavicch,"@NaranjaX necesito ingresar a mí cuenta y la aplicación, luego de actualizarla, me tira un error"
4120,2023-01-29 21:32:29+00:00,PauliPizzi,@NaranjaX @PanfletoVirgen @BancoCentral_AR Es que obviamente no está en las opciones que te roben la plata de la cuenta
4122,2023-01-29 21:27:06+00:00,NicolasGermanA1,"@NaranjaX Así me figura, no puedo enviarles DM , no sale el sobre dónde se manda los DM https://t.co/ygj3BuGcNd"
4123,2023-01-29 21:22:49+00:00,PauliPizzi,@NaranjaX @PanfletoVirgen @BancoCentral_AR Me responde solo una computadora
4124,2023-01-29 21:02:56+00:00,tucumana43,@NaranjaX Ok
4125,2023-01-29 20:38:39+00:00,marusagrafena,"@NaranjaX DE QUE SEGURIDAD ME.HABLAS MI CUENTA NOMBRE Y DNI LA SABIA SOLO YO Y UDS QUE TIENEN ACCESO. COMO HICIERON 3 TRANFERENCIAS Y ME ROBARON TODA LA PLATA?  PORQUE YO NO TEALICE NINGUNA..""SEGURIDAD...."""
4126,2023-01-29 20:05:02+00:00,njsantim,@NaranjaX esta caído! Buuu
4127,2023-01-29 19:52:57+00:00,CapiPampenia,"@85Mosqui @marcedelaquinta @marianitasb Si. Pero el 65% que te ofrece NaranjaX es promocional hasta fin de enero y solo te genera intereses hasta $200.000 depositados. Si tenés más plata invertida, el resto no genera nada."
4128,2023-01-29 19:48:42+00:00,JuaanPablocab,@nardoescanilla @NaranjaX Taicho
4129,2023-01-29 19:46:20+00:00,Stefipizzi,@NaranjaX Me dicen lo mismo hace dos dias! No trabajan el finde semana !
4132,2023-01-29 19:36:46+00:00,DaianaNatachaMa,Acaso la app de @NaranjaX no funciona los domingos? 😒
4133,2023-01-29 19:25:20+00:00,85Mosqui,@marcedelaquinta @marianitasb Naranjax Te da el 65% y dispones vos del dinero cuando queres
4135,2023-01-29 19:22:28+00:00,gastii_aquino,@nardoescanilla @NaranjaX Todos los días es la misma historia
4137,2023-01-29 19:17:28+00:00,Stefipizzi,"@NaranjaX me vaciaron la cuenta,traté de comunicarme 100 veces para que me bloqueen la cuenta,no atienden ni el 0800! Encontré en las redes más de 20 personas en la misma situación. Comunícate conmigo si estás en la misma y hacemos un reclamo masivo en defensa al consumidor."
4138,2023-01-29 19:15:06+00:00,Flop_leguizamon,@nardoescanilla @NaranjaX La peor basura que existe esa app Nardo
4139,2023-01-29 19:13:12+00:00,Stefipizzi,@NaranjaX Tarjeta naranja así responde cuando pedis que te bloqueen la cuenta para que no te sigan robando! https://t.co/9dcJlIULuS
4142,2023-01-29 18:09:47+00:00,Femipolitik,@NaranjaX https://t.co/tda9UyhiYW
4145,2023-01-29 18:04:30+00:00,matii_noriega10,"@NaranjaX No me aparece ningún icono,solo el de que me aparezcan todos los tw"
4147,2023-01-29 17:41:10+00:00,Femipolitik,@NaranjaX Es que no me da la opción de escribirles por DM
4151,2023-01-29 17:33:37+00:00,matii_noriega10,@NaranjaX Estaría bueno que me dejen enviar msj
4152,2023-01-29 17:29:29+00:00,Femipolitik,"@NaranjaX El problema es que no puedo acceder a la app y me llegan notificaciones de la app para que me registre y a eso ya lo hice. Venía usandola lo más bien.
Y por otro lado en últimos movimientos me aparece una compra que no realicé."
4154,2023-01-29 17:27:21+00:00,Femipolitik,"@NaranjaX No, sigo sin poder mandar mensajes"
4155,2023-01-29 17:26:06+00:00,Femipolitik,@NaranjaX Ok!
4157,2023-01-29 17:10:28+00:00,ggonzalojorge,@NaranjaX @Noanonymus777 @FanfasmaGhost dale gracias
4161,2023-01-29 16:55:27+00:00,naza_bando,"@NaranjaX Acabo de escribirles y me atiende el mismo robot, mañana mismo me cuelgo del teléfono hasta que lo resuelvan"
4162,2023-01-29 16:52:37+00:00,naza_bando,"@NaranjaX Ya me comunico, ya realice lo de los cache y tbien desinstale e instale la app"
4164,2023-01-29 16:48:43+00:00,alexanderw8,"No la descargues, es una trampa, son unos  estafadores... Pero estafadores habilitados.... Ninguna diferencia entre estos delincuentes y un usurero o un timador...@NaranjaX  (ahora viene la contestación, lamentamos lo sucedido comunícate por DM para solucionar el problema) jaja"
4165,2023-01-29 16:46:44+00:00,marusagrafena,@NaranjaX YA HICE AMBAS COSAS PASARON 2 MESES Y X TELEFONO TODAVIA NO SABEN NADA DEL TEMA.  QUIERO MI DINERO
4170,2023-01-29 16:37:03+00:00,_roxcalderon,@NaranjaX No me sale la opción de mandarles DM 😭
4172,2023-01-29 16:16:55+00:00,ggonzalojorge,"@Noanonymus777 @FanfasmaGhost @NaranjaX se me arregló solo, se debe haber caído la app"
4177,2023-01-29 16:02:52+00:00,naza_bando,"@NaranjaX Me gustaria poder comunicarme por un medio mas serio que este, porque ademas es un robot el que atiende, no me deja comunicarme con los representantes"
4178,2023-01-29 16:02:09+00:00,naza_bando,"@NaranjaX No me permite hacerlo porque no me siguen, y sigo sin poder entrar, espero me den una solucion"
4180,2023-01-29 16:00:34+00:00,marusagrafena,@NaranjaX NO ME CONTESTEN MAS QUE LES ESCRIBA X DM XQ TE ATIENDE UNA MAQUINA AUTOMATICA PREGUNTANDO PELOTUDECES  YO QUIERO QUE ALGUNO ME LLAME CARADURAS
4182,2023-01-29 15:57:37+00:00,Stefipizzi,@NaranjaX Mande miles de msj por privado y no responden !
4186,2023-01-29 15:37:32+00:00,tucumana43,@NaranjaX  me cobran renovación 3 cuotas de$ 1200.  Mi tarjeta vence en 12/2024 !! Y la visa NO LA QUIERO no la uso aquí y en el exterior no sirve.
4206,2023-01-29 15:11:25+00:00,FloorGomez_7,@NaranjaX buenos dias. Intento crear una cuenta en la app de naranja x y no me lo permite
4214,2023-01-29 15:02:38+00:00,maityballina,@NaranjaX A mi hijo le tienen retenida una suma que se envió desde otro banco. Desde diciembre que no le dan solución. Necesito que me respondan urgente o haré la denuncia pertinente
4216,2023-01-29 15:01:34+00:00,maityballina,@NaranjaX @urielmoreno781 A mi hijo le tienen retenida desde diciembre un dinero que se transfirió de otro banco y no indican por qué. carta documento o responden?
4220,2023-01-29 14:20:12+00:00,ParedesJelis,@NaranjaX Amén Amén Amén ♥️ 🙌 🙏
4223,2023-01-29 13:53:05+00:00,LeandroMillo08,@milanocito @NaranjaX @Rhamnge Se solucionó sin que haga esas boludeces que me pidieron. Por qué no dijeron de una que era un problema masivo y nos tenían como estúpidos haciendo los pasitos esos?
4224,2023-01-29 13:51:15+00:00,matii_noriega10,"Todos los días que le escribo a @NaranjaX me tengo que bancar que cuentas randoms,se quieran pasar por naranja y quererme sacar plata??chupenme bien la pija"
4226,2023-01-29 13:02:15+00:00,matii_noriega10,"@NaranjaX hola,necesito que alguien me de explicaciones del resumen pq me están mandando más plata de la que yo gaste"
4227,2023-01-29 13:01:01+00:00,NicolasGermanA1,"@NaranjaX Buenos días, es muy raro xq cuando 2 perfiles se siguen mutuamente ahí se activa el sobre de DM para poder hablar x mensajes, en este caso no, veo q nos seguimos pero no me da la opción al ver el perfil de ustedes"
4228,2023-01-29 12:43:25+00:00,NoraCab59419534,@NaranjaX Desgraciadamente no nos queda otra que caer en una tarjeta   pero realmente los intereses te matan son unos usureros.
4229,2023-01-29 12:42:30+00:00,jof2009,"@NaranjaX siempre que se necesita no anda la app.

Hoy caída la app y no puedo pagar una compra urgente."
4233,2023-01-29 11:23:40+00:00,helekaryn,@NaranjaX todo el fin de semana sin mi dinero porque la app aparece en mantenimiento... Cuando estará disponible de nuevo????
4234,2023-01-29 05:59:20+00:00,PauliPizzi,@PanfletoVirgen @NaranjaX @BancoCentral_AR Hola! Tuviste respuestas? Me hicieron lo mismo
4235,2023-01-29 05:21:33+00:00,MarianoHudson7,@NaranjaX .  R
4236,2023-01-29 03:49:59+00:00,IvanParra96,"Esta semana demasiados problemas con @NaranjaX, me durmieron plata y no podia acceder a mi cuenta por que andaba mal, lo suficiente como para no usar mas la app"
4237,2023-01-29 02:13:29+00:00,guilletallarin,@NaranjaX Hola @NaranjaX no estoy pudiendo entrar a la app y no me deja cambiar la contraseña/pin
4238,2023-01-29 01:51:58+00:00,marusagrafena,@NaranjaX NO CONSUMAN NADA DE ESTA TARJETA SON LADRONES. YO TENGO LA APP PARA PODER COBRAR EN MI NEGOCIO ME ROBARON TODO MI DINERO EN 3 TRANSFERENCIAS QUE YO NO HICE. HACE 2 MESES NO RECIBO RESPUESTAS
4239,2023-01-29 01:41:18+00:00,GermanR26959754,@NaranjaX Que pasa que no puedo ingresar desde esta mañana un desastre la aplicación
4240,2023-01-29 01:27:57+00:00,denguelapor,"@NaranjaX La aplicación funciona pésimo.  No deja ingresar, por lo tanto no se puede disponer del dinero. Figura la opción de activar MODO para pagos qr, al ingresar el código la app se cierra. Da error al intentar cambiar el alias. La atención al usuario por whatsapp es pesima"
4241,2023-01-29 01:06:04+00:00,golan6363,@NaranjaX 65%? 10 puntos por debajo de lo que da Nación y 40 pintos por debajo de lo que va a ser la inflación de 2023. Donde está el negocio para el inversor?
4242,2023-01-29 00:42:38+00:00,Agsdn_,@AnitaKarenDn @NaranjaX Entra por Google q siempre anda
4243,2023-01-29 00:41:49+00:00,Gabuchhy,"@NaranjaX asi se que es naranja realmente quien me contacta y,por mi seguriad,como medijo la opedadora que me pidio todo por whatsapp!!"
4244,2023-01-29 00:40:30+00:00,Gabuchhy,"@NaranjaX Sigo esperando tu msjs,para cambiar un NRO TELEFONICO hasta piden la ptda de nacimiento,pero  no cumplen siquiera en enviar un msj,eso si cuando me contacten quiero que el opadador/a me mande un video con el uniforme de uds colocado diciendo somos garcas."
4245,2023-01-29 00:40:30+00:00,GringoPeronista,@NaranjaX  no puedo entrar a la app https://t.co/l8oEh1N645
4246,2023-01-29 00:12:13+00:00,naza_bando,"@NaranjaX No me deja entrar a la app y no puedo enviarles mensaje privado; da la casualidad que justo hoy que puse plata en la cuenta no funciona; no hya servicio al cliente en el 0800, quiero una respuesta por favor"
4247,2023-01-29 00:00:43+00:00,NicolasGermanA1,"@NaranjaX No me sale xq ustedes no me siguen, por eso mismo"
4249,2023-01-28 23:54:02+00:00,valeherediaa,"@NaranjaX NO ME DEJA ESCRIBIRLES POR PRIVADO PQ NO ME SIGUEN. NECESITO UNA SOLUCION YA, QUIERO SACAR MI PLATA"
4252,2023-01-28 23:44:37+00:00,NicolasGermanA1,@NaranjaX No me sale la casilla para mandarle un DM
4254,2023-01-28 23:39:01+00:00,valeherediaa,@NaranjaX HASTA QUE HORA VA A ESTAR CAIDA LA APP? TODO EL DIA TRATANDO DE INGRESAR DIOS MIO UNA MIERDA NUNCA FUNCIONA
4255,2023-01-28 23:29:58+00:00,Rossana43693660,@NaranjaX Ya les escribí ...no solucionan nada!!
4256,2023-01-28 23:18:04+00:00,NicolasGermanA1,"@NaranjaX estoy teniendo problemas para cambiar la contraseña, la cambio correctamente y luego al querer iniciar sesión coloco correctamente el Usuario, pongo la nueva contraseña y siempre me tira error. Que pasa ???"
4257,2023-01-28 23:14:42+00:00,erre_ramiro,@sunsetrower @NaranjaX Entre a buscar esto. Necesito pagar cosas y no me deja
4258,2023-01-28 23:13:26+00:00,Antikukassss,@NaranjaX Cuando piensan arreglar la aplicación berreta de Naranja X? Estoy podrido... Todos los días tenés la experiencia de estar 10/12 horas sin acceso a mí dinero!!! https://t.co/D6d8vf7XIb
4259,2023-01-28 23:06:06+00:00,rikixzp,@NaranjaX Señores no me solucionaron nada ahora encima cerré seción vuelvo a ingresar y me dice que mi clave es incorrecta y me piden un cambio de clave esto es una vergüenza el peor día me la dió su app
4260,2023-01-28 23:04:34+00:00,sunsetrower,"@NaranjaX La app no está funcionando y veo que no soy el único, necesito usarla"
4264,2023-01-28 22:52:16+00:00,Ariel31567759,@vitocallejon @NaranjaX Te solucionaron  ? Yo no puedo entrar
4266,2023-01-28 22:47:16+00:00,Ariel31567759,@NaranjaX @Rossana43693660 Yo también no puedo entrar a la aplicación.  Retienen mi plata.
4267,2023-01-28 22:46:24+00:00,Ariel31567759,@Femipolitik @NaranjaX Yo también no puedo ingresar a la aplicación
4270,2023-01-28 22:34:46+00:00,FQuirogaOk,"@NaranjaX Hola buenas tardes, desde hace varios dias tengo un problema con su app, no me deja ingresar a mi cuenta, alguna solución?"
4271,2023-01-28 22:32:43+00:00,Guillermodarioo,@NaranjaX @Aqui_Pedro Hola no puedo ingresar a la cuenta
4272,2023-01-28 22:32:04+00:00,Femipolitik,@NaranjaX No les puedo mandar mensaje. Me siguen?
4273,2023-01-28 22:30:29+00:00,Femipolitik,@NaranjaX Hola. Aún no. Les escribo
4276,2023-01-28 22:23:18+00:00,Juanca_Elpuma,"@NaranjaX hace un día que no se puede entrar a la aplicación cuando lo van a arreglar,  tengo todo ahí, no puedo ni comprar un agua carajo"
4277,2023-01-28 22:22:20+00:00,inalomazzi,@EstafabotOK @NaranjaX_Arg_a
4278,2023-01-28 22:14:25+00:00,nmonteverdeba,@NaranjaX @blink182 Intenté comunicarme por todos los medios y me dieron a entender que hasta el lunes no se puede hacer nada. Ni telefónica ni presencialmente. Intenté chatear por la app oficial y el bot que tienen contestando un poco más y me boludea. Me están cobrando cualquier cosa. Nunca la usé
4279,2023-01-28 22:12:20+00:00,carolsilva2380,"@NaranjaX Hola buenas tardes la app no funciona, necesito realizar una transferencia"
4280,2023-01-28 22:10:08+00:00,FQuirogaOk,@NaranjaX @edgatandil Yo también tengo problemas con el ingreso desde la App
4281,2023-01-28 22:07:53+00:00,carolsilva2380,"@NaranjaX no puedo ingresar a mi cuenta, ya desinstale y volví a instalar y nada necesito realizar una transferencia, gracias"
4284,2023-01-28 22:01:30+00:00,EddieSiomara,@NaranjaX @rodriiigof90 No pudo ni un empleado y quieren mandarme a hablar con una computadora?
4286,2023-01-28 21:55:59+00:00,sebajoaquin,@NaranjaX no puedo ingresar a la app. Me pide cambiar la clave y no me funciona
4292,2023-01-28 21:40:48+00:00,Jime_Cuesta,"@NaranjaX 1 vez x semana una caída de la app, al final van a ser peor que @Mercadolibre 😥"
4293,2023-01-28 21:40:41+00:00,_roxcalderon,"@NaranjaX mi tarjeta naranja visa rechaza unas compras que quiero realizar, cuando llamo me dice que la tarjeta es inexistente y no logro comunicarme con ustedes  🙏🏻"
4296,2023-01-28 21:16:08+00:00,fureinentagV,"@NaranjaX arreglen la app quiero usar mi dinero, y devuelvan el que se quedaron"
4297,2023-01-28 21:03:40+00:00,urielmoreno781,"@NaranjaX qué pasa con la app, no puedo entrar..."
4298,2023-01-28 20:59:58+00:00,Natti182,@NaranjaX Estuve todo el dia esperando contactarme con alguien de ustedes... Impresentables
4299,2023-01-28 20:54:17+00:00,CarlosEHoris,@NaranjaX Esta mañana no pude ingresar en mí cuenta por la app y ahora está bloqueada. Estuve todo el día tratando de solucionar este problema de forma confiable vía 0800; vía redes y no me han brindado ningún tipo de solución ni explicaciones sobre este impedimento de acceso a mis fondos
4304,2023-01-28 20:36:43+00:00,rikixzp,@NaranjaX Solo quiero mi comprobante que hice a otra cuenta que hice pero no aparece en la app
4306,2023-01-28 20:34:03+00:00,rikixzp,@NaranjaX Sigue lo mismo ya hice todo lo que me recomendaron el de pesos está todo ok el de dólares es el problema
4312,2023-01-28 20:18:51+00:00,VeerissC,"@NaranjaX Me llegó la factura por la renovación de la tarjeta, 1/3 de la renovación $633, mantenimiento de la cuenta $649
IVA $535..? De dónde sale esa suma? No se supone q es el 21% del valor de la compra..a lo cual no compre nada y Yo no pedí la renovación."
4313,2023-01-28 20:08:36+00:00,ggonzalojorge,"@NaranjaX @FanfasmaGhost ahí se solucionó, gracias"
4314,2023-01-28 20:06:41+00:00,CarlosEHoris,@NaranjaX_Arg_a Que pasó? Que todas las respuestas de naranja x no están disponibles? Contradicción en redes? Háganse cargo!
4315,2023-01-28 20:03:31+00:00,CarlosEHoris,@NaranjaX Que pasó? Que todas las respuestas de naranja x no están disponibles? Contradicción en redes? Háganse cargo!
4316,2023-01-28 19:59:19+00:00,Rossana43693660,@NaranjaX  respondan!! La app esta caída! Son un desastre !!
4317,2023-01-28 19:55:25+00:00,GabiCYBRS,"@NaranjaX muchísimas gracias, solucionado. saludos 🫡"
4318,2023-01-28 19:52:27+00:00,Aqui_Pedro,@NaranjaX Para eso deben seguirme. Estuvo caída la aplicación toda la mañana. Recién al mediodía pude acceder. Le pasó a varios usuarios.
4320,2023-01-28 19:45:10+00:00,Femipolitik,"@NaranjaX no puedo ingresar a la app 

Y en ""últimos movimientos"" tengo uno que no corresponde... https://t.co/iben53LTQu"
4323,2023-01-28 19:38:42+00:00,JoseGomezlinde,"@NaranjaX por favooooooor.....denme una solución, no puedo sacar mi plata!!!!"
4324,2023-01-28 19:32:57+00:00,vicckk____,"@NaranjaX estaría buenísimo que me devuelvan mi plataaaa. Primero me dijeron 48hs, después 72hs, desp que me mandaban un email y nada. DEVUELVANME LA PLATA 😒"
4326,2023-01-28 19:29:01+00:00,CarlosEHoris,@NaranjaX_Arg_a https://t.co/Svqu6yw32g
4334,2023-01-28 19:02:17+00:00,CarlosEHoris,@NaranjaX_Arg_a Hola naranja x me podrías enviar un MD con tu número para poder comunicarme con ustedes
4337,2023-01-28 18:54:00+00:00,edgatandil,@NaranjaX Tendrían que denunciarlos por estafa
4341,2023-01-28 18:41:10+00:00,CarlosEHoris,@NaranjaX_Arg_a Hola naranja x me podrías enviar un MD con tu número para poder comunicarme con ustedes
4342,2023-01-28 18:40:11+00:00,lau4561mdq,@NaranjaX @Lautaro99916705 Hola..confirmo..otra vez caída la app.
4344,2023-01-28 18:32:33+00:00,martin_drudi,@NaranjaX ¿O sea no registran ninguna caída de la aplicación que está durando desde esta mañana? No si son un muy mal chiste.
4346,2023-01-28 18:31:23+00:00,EddieSiomara,@rocha_nadia @NaranjaX Necesito saber como hiciste por favor!
4348,2023-01-28 18:29:59+00:00,EddieSiomara,"@gabrielxnz1 @NaranjaX De la misma forma me robaron, hay que mandarle carta documento"
4349,2023-01-28 18:29:05+00:00,OdasonKubrat,@NaranjaX La app está caída? No se puede ingresar
4350,2023-01-28 18:27:51+00:00,EddieSiomara,@EliasMonasteri7 @NaranjaX Lo mismo me dijeron y aca sigo esperando que me expliquen una trasferencia fantasma. Hay que hacerle juicio a estos ladrones
4353,2023-01-28 18:25:16+00:00,EddieSiomara,"@rodriiigof90 @NaranjaX A mi me sacaron $7000 pesos de la misma forma, con una trasferencia fantasma que no me pueden decir ni a donde se hizo"
4354,2023-01-28 18:22:34+00:00,CarlosEHoris,@NaranjaX_Arg_a Me estoy comunicando con una persona o con un robot? Porque las dos últimas respuestas son sospechosamente iguales
4356,2023-01-28 18:19:27+00:00,EddieSiomara,@TheGodyr @NaranjaX A mi tmb me sacaron plata el jueves y me dicen que no tienen informacion a la cuenta que se hizo la transferencia. $7000
4358,2023-01-28 18:17:27+00:00,Tuturo410,@NaranjaX no entiendo pago la tarjeta me debitan el dinero pero me sigue diciendo que tengo que pagar mi resumen.? Explicación
4359,2023-01-28 18:16:22+00:00,fureinentagV,"@NaranjaX Muy linda la publi, mejor si la app funcionará, se cae cada 2x3 y me está faltando plata"
4360,2023-01-28 18:15:02+00:00,mariogorrieri,@NaranjaX Esta caída la app? No puedo ingresar
4361,2023-01-28 18:14:25+00:00,CarlosEHoris,@NaranjaX Me estoy comunicando con una persona o con un robot? Porque las dos últimas respuestas son sospechosamente iguales
4366,2023-01-28 18:06:17+00:00,Gustavo40769381,"@NaranjaX @Gonza724 Devuelvan la plata, porque las denuncias y las investigaciones quedan en la nada."
4369,2023-01-28 17:56:33+00:00,CarlosEHoris,@NaranjaX_Arg_a Perdón pero les tengo que seguir proporcionando datos? Por qué no publican un 0800 al que pueda comunicarme un sábado
4376,2023-01-28 17:38:16+00:00,fureinentagV,@NaranjaX día por medio vamos a tener problemas??? Otra vez caída! Den la cara!!!
4377,2023-01-28 17:36:49+00:00,diegoalbornoz02,@NaranjaX Pero no me deja mandarte mensaje
4380,2023-01-28 17:30:52+00:00,Adolfo_21,"@NaranjaX @Lautaro99916705 @martin282012 Mentiraaaa!!! Ponen un bot a contestar, dicen que ya te atienden y te dejan esperando!! aún no me resuelven!"
4385,2023-01-28 17:22:05+00:00,jmpkb8,@NaranjaX Que pasa con la app? Está caída desde hace rato!
4390,2023-01-28 17:14:34+00:00,CarlosEHoris,@NaranjaX Cómo puede ser que no tengan atención al cliente los fines de semana? Que desastre!!!!
4391,2023-01-28 17:14:22+00:00,belumagan,@NaranjaX Quiero hacerles una consulta por privado.
4392,2023-01-28 17:12:02+00:00,fureinentagV,@lau4561mdq @NaranjaX Caída otra veZ!!!
4397,2023-01-28 17:04:55+00:00,EddieSiomara,"@NaranjaX ya estoy con un reclamo de que me sacaron 7mil pesos de la nada y ahora no puedo ni sacar el resto de plata que me queda, si no me devuelven la plata, me manejare con abogados por que me estan complicando todo!"
4399,2023-01-28 17:02:15+00:00,rikixzp,@NaranjaX No me deja ver mis movimientos desde ayer solucionen https://t.co/fv5bK1LCZa
4404,2023-01-28 16:49:38+00:00,Eduardo49711553,Una vergüenza @NaranjaX hace rato anda para el traste. Cómo haces para cobrar con tarjeta si no te funciona la app....
4422,2023-01-28 16:24:56+00:00,nmonteverdeba,"Todo marchaba relativamente bien hasta que empezó a marchar relativamente mal cuando vi que tengo que pagar antes del 10/02 un resumen de un consumo que nunca hice. Espérenme, @blink182. Soluciono esto y estoy con ustedes. La concha de tu madre, @NaranjaX"
4427,2023-01-28 15:47:44+00:00,lau4561mdq,@JuanMarderwald @NaranjaX Ahora entre todo bien. Yo necesitaba recargar la sube. Eso sí.. como 2 cambios de clave y verificación de mi cara..jaja. pero arrancó
4430,2023-01-28 15:35:33+00:00,profesaurio,@NaranjaX Lamentan pero no brindan solución porque todo es automático
4431,2023-01-28 15:28:00+00:00,JoseGomezlinde,@NaranjaX por favor digan que esta pasando con la app y si están haciendo algo para solucionar este problema
4434,2023-01-28 15:15:48+00:00,Nikolasdiaz11,@ggonzalojorge @NaranjaX De hace 3 días maso menos la puta madre
4435,2023-01-28 14:58:05+00:00,agustin71762344,@NaranjaX hola! No puedo entrar a la aplicación!! Necesito una pronta solucion
4437,2023-01-28 14:55:14+00:00,OsomagC,"@NaranjaX Gracias por redponder.
Me llamo la atencion. Llamé al 0800 y pide (nunca lo hizo) los 4 ultimos números y el código de seguridad.
Todos los meses es una odisea conseguir mi resúmen. Ya no lo mandan. Fijate que solo pido mi resúmen para pagar. No pido nada raro. Es una odisea!"
4438,2023-01-28 14:54:50+00:00,SergioAdMdp,@NaranjaX Otra vez no funciona la app y te bloquean la cuenta. Hay que cambiar la contraseña ahora? Ah pero cuando quieran cobrar la factura antes del 10 va a funcionar no? Hdp!!!
4439,2023-01-28 14:50:56+00:00,FerManson,@NaranjaX Hola. Está caída la app?
4440,2023-01-28 14:47:30+00:00,GonzalodelOlmo1,@NaranjaX Urgente arreglen APP https://t.co/Y66lLSpjsY
4441,2023-01-28 14:44:36+00:00,GabiCYBRS,@NaranjaX soluciones? media pila. Uno quiere entrar a la app y se encuentra con esto. https://t.co/LvP2Ymk7fo
4442,2023-01-28 14:44:09+00:00,mcbm93,@NaranjaX no logro ingresar a la app
4443,2023-01-28 14:43:45+00:00,inalomazzi,Hola @NaranjaX. No puedo abrir la app en mi celular ni en el de mi marido. Necesito hacer pagos.
4445,2023-01-28 14:42:33+00:00,AndreMLKairos,"@EstafabotOK @NaranjaX Claro, ya noté que esa que me contestó es falsa"
4446,2023-01-28 14:40:30+00:00,LucasRomaOK,@NaranjaX la concha de tu madre me queres dejar sin guita para el finde
4448,2023-01-28 14:40:15+00:00,Charly_22__,Esta caida la red de naranja X y no dan respuesta #NaranjaX
4450,2023-01-28 14:39:47+00:00,Martin01219529,@ggonzalojorge @NaranjaX Ami tampoco
4451,2023-01-28 14:39:03+00:00,floresmendozarr,@NaranjaX Hola no puedo entrar hace más de 20 minutos que intento y no me deja entrar a la app
4452,2023-01-28 14:38:54+00:00,JuampiSantillan,@NaranjaX no puedo acceder a la app me ayudan por favor
4453,2023-01-28 14:36:48+00:00,SantiPalacios28,@NaranjaX arreglen la aplicación que no se puede arreglar!!
4455,2023-01-28 14:35:54+00:00,Martin01219529,@NaranjaX  que paso?? Ayuddaaa
4456,2023-01-28 14:34:33+00:00,martin282012,@javierdaluz3 @NaranjaX No se que pasaa con naranja x
4457,2023-01-28 14:33:49+00:00,AndreMLKairos,Que pasa con la aplicación @NaranjaX ??
4459,2023-01-28 14:32:39+00:00,Matiasmassini1,@jefrnc @NaranjaX Te solucionaron el problema?
4461,2023-01-28 14:32:09+00:00,Cristia61914598,"@NaranjaX @profesaurio Arreglen app, no se puede ingresar"
4462,2023-01-28 14:31:28+00:00,elrecienvenido,@NaranjaX Gracias
4464,2023-01-28 14:31:16+00:00,elrecienvenido,"@NaranjaX No.
Porque me atiende el robot y me vuelve loco !"
4465,2023-01-28 14:29:53+00:00,JuanMarderwald,@lau4561mdq @NaranjaX No está funcionando! Necesitaba sacar dinero para unas compras y no se puede entrar desde hace un rato
4466,2023-01-28 14:29:53+00:00,Toobii04,@NaranjaX te odio LPM ni mi estabilidad emocional se cae tanto como tú apo
4467,2023-01-28 14:29:30+00:00,Sofia19061,@NarajX @Lautaro99916705 @NaranjaX No es naranjax oficial
4468,2023-01-28 14:28:55+00:00,Sofia19061,@Naranja_X_0 @gabrielxnz1 No es naranjax oficial
4469,2023-01-28 14:28:41+00:00,Rvn10_ElDuro,"@NaranjaX qué significa ""Tarjeta Naranja Sucre""? me dieron 3 cuotas de 4233$ ..."
4470,2023-01-28 14:28:12+00:00,JuanIgnacioLiz2,@NaranjaX esta sin andar de nuevo la app?
4471,2023-01-28 14:25:37+00:00,GabysolaRC,@NaranjaX no me deja entrar a la app. Necesito solucionarlo. Necesito la plata que tengo
4472,2023-01-28 14:25:08+00:00,ManeraGeri,@elrecienvenido @NaranjaX En mi casi tampoco puedo ingresar a la App.... que pasa?
4473,2023-01-28 14:25:06+00:00,Sofia19061,@NnaranjaXz @vitocallejon No es naranjax oficial
4474,2023-01-28 14:25:02+00:00,morty_2121,@ggonzalojorge @NaranjaX No soy el único ya me había asustado
4475,2023-01-28 14:25:00+00:00,Sofia19061,@NnaranjaXz @EMILIAPADILLA No es naranjax oficial
4476,2023-01-28 14:23:09+00:00,Lautaro99916705,@rikixzp @NaranjaX Igual me hicieron cambiar la clave al pepe
4478,2023-01-28 14:21:02+00:00,Sofia19061,@NarajX @HumbertoDenkA @NaranjaX Estafadores
4479,2023-01-28 14:21:00+00:00,ajburu,@NaranjaX no está permitiendo entrar a la app...
